"ISBN","Grocery-Title","Book-Price","Image-URL-M","Image-URL-S","Image-URL-L"
"AA488","sani fresh cleaner","Rs.240 per pcs","https://sugermint.com/wp-content/uploads/2022/05/Sanifresh-Ultrashine-Toilet-Cleaner.jpg","http://images.amazon.com/images/P/0195153448.01.THUMBZZZ.jpg",""
"AA487","clorox cleaner","Rs.260 per pcs","https://hips.hearstapps.com/vader-prod.s3.amazonaws.com/1614960730-clorox-1614960693.jpg","http://images.amazon.com/images/P/0316748641.01.THUMBZZZ.jpg",""
"AA486","scrrub free cleaner","Rs.160 per pcs","https://img.buzzfeed.com/buzzfeed-static/static/2021-02/3/15/asset/b69eb0831fc0/sub-buzz-1408-1612366626-10.jpg","http://images.amazon.com/images/P/0312261594.01.THUMBZZZ.jpg",""
"AA485","super  clean","Rs.80 per pcs","https://cdnprod.mafretailproxy.com/sys-master-root/h95/hdd/9898094788638/32510_main.jpg_480Wx480H","http://images.amazon.com/images/P/0312252617.01.THUMBZZZ.jpg",""
"AA484","harpic","Rs.110 per pcs","https://cdnprod.mafretailproxy.com/sys-master-root/h5f/h38/27713878917150/38059_main.jpg_480Wx480H","http://images.amazon.com/images/P/0671867156.01.THUMBZZZ.jpg",""
"AA483","harpic bathroom cleaner","Rs.140 per pcs","https://cdnprod.mafretailproxy.com/sys-master-root/h4c/hd2/27713871446046/196123_main.jpg_480Wx480H","http://images.amazon.com/images/P/8445071777.01.THUMBZZZ.jpg",""
"AA482","cleaning chemicals","###","https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/cleaning-experts-essentials-buys-1657632352.jpg","http://images.amazon.com/images/P/8445071769.01.THUMBZZZ.jpg",""
"AA480","mospel.","Rs.150 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/0/1013204-1.jpg","http://images.amazon.com/images/P/0374157065.01.THUMBZZZ.jpg",""
"AA479","dettol hand sanitizer..","Rs.235 per pcs","https://pictures.grocerapps.com/original/grocerapp-dettol-hand-sanitizer-624aca720deca.jpeg","http://images.amazon.com/images/P/1567407781.01.THUMBZZZ.jpg",""
"AA478","nivea cream.","Rs.550 per pcs","https://www.incity.pk/wp-content/uploads/2022/01/Authentic-German-Nivea-Creme-Cream.jpg","http://images.amazon.com/images/P/1558531025.01.THUMBZZZ.jpg",""
"AA477","nivea body spray.","Rs.250 per pcs","https://pictures.grocerapps.com/original/grocerapp-nivea-fresh-natural-body-spray-5ed9f8ebeef8c.jpeg","http://images.amazon.com/images/P/0340767936.01.THUMBZZZ.jpg",""
"AA476","axe body spray..","Rs.395 per pcs","https://2buddy.pk/wp-content/uploads/2021/01/001639125.jpg","http://images.amazon.com/images/P/0966986105.01.THUMBZZZ.jpg",""
"AA475","rose room spray.","Rs.445 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/1/1168007-1.jpg","http://images.amazon.com/images/P/0060177586.01.THUMBZZZ.jpg",""
"AA474","vault perfume","Rs.3140 per pcs","https://www.cosmicarena.pk/image/cache/catalog/Fragrance/VAULT%20PINK-500x500.jpg","http://images.amazon.com/images/P/8445071777.01.THUMBZZZ.jpg",""
"AA473","passion perfume","Rs.2500 per pcs","https://cdn.shopify.com/s/files/1/0262/9058/5672/products/p1_620x.jpg?v=1579238609","http://images.amazon.com/images/P/8445071769.01.THUMBZZZ.jpg",""
"AA472","mtj perfume","Rs.3000 per pcs","https://cdn.shopify.com/s/files/1/0551/9763/0638/products/FR0011_1eee.jpg?v=1652422758","http://images.amazon.com/images/P/8445071408.01.THUMBZZZ.jpg",""
"AA471","j. perfume","Rs.1550 per pcs","https://www.junaidjamshed.com/media/catalog/product/2/_/2_24_179_1_1.jpg","http://images.amazon.com/images/P/0553062042.01.THUMBZZZ.jpg",""
"AA470","perfumes","###","https://i.dawn.com/primary/2022/08/08152658a0e8be6.png","http://images.amazon.com/images/P/0375509038.01.THUMBZZZ.jpg",""
"AA468","dettol hand sanitizer.","Rs.235 per pcs","https://pictures.grocerapps.com/original/grocerapp-dettol-hand-sanitizer-624aca720deca.jpeg","http://images.amazon.com/images/P/1567407781.01.THUMBZZZ.jpg",""
"AA467","air freshner","Rs.520 per pcs","https://5.imimg.com/data5/LF/KB/UJ/SELLER-31790337/room-freshner-rose-br-5ltr-500x500.png","http://images.amazon.com/images/P/0312252617.01.THUMBZZZ.jpg",""
"AA466","bright shine air freshner","Rs.310 per pcs","https://5.imimg.com/data5/SELLER/Default/2020/9/KJ/ZJ/PJ/14186576/500-ml-lemon-air-freshner-500x500.jpg","http://images.amazon.com/images/P/0671867156.01.THUMBZZZ.jpg",""
"AA465","mortein liquid.","Rs.230 per pcs","https://cdnprod.mafretailproxy.com/sys-master-root/h79/ha5/27713885962270/38083_main.jpg_480Wx480H","http://images.amazon.com/images/P/0060973129.01.THUMBZZZ.jpg",""
"AA464","passion perfume.","Rs.2500 per pcs","https://cdn.shopify.com/s/files/1/0262/9058/5672/products/p1_620x.jpg?v=1579238609","http://images.amazon.com/images/P/8445071769.01.THUMBZZZ.jpg",""
"AA463","axe body spray.","Rs.395 per pcs","https://2buddy.pk/wp-content/uploads/2021/01/001639125.jpg","http://images.amazon.com/images/P/0966986105.01.THUMBZZZ.jpg",""
"AA462","frey room spray","Rs.1250 per pcs","https://cdn.shopify.com/s/files/1/0081/3504/9293/products/DZ7A2110_b2aee834-50d7-4622-8f3a-f48735e2222e.jpg?v=1642071445","http://images.amazon.com/images/P/0553062042.01.THUMBZZZ.jpg",""
"AA461","perfect room spray","Rs.450 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/0/1068387-1.jpg","http://images.amazon.com/images/P/0375509038.01.THUMBZZZ.jpg",""
"AA460","jasmine room spray","Rs.450 per pcs","https://orbis.pk/wp-content/uploads/2017/07/SAM_4121.jpg","http://images.amazon.com/images/P/0071416331.01.THUMBZZZ.jpg",""
"AA459","rose room spray","Rs.445 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/1/1168007-1.jpg","http://images.amazon.com/images/P/0060177586.01.THUMBZZZ.jpg",""
"AA458","room spray","###","https://www.shopaholic.pk/images/product_gallery/1659368571.jpg","http://images.amazon.com/images/P/0340767936.01.THUMBZZZ.jpg",""
"AA456","fair and lovely women.","Rs.265 per pcs","https://cdn.shopify.com/s/files/1/0500/8723/1683/products/51VXcxBE8sL._SX522.jpg?v=1648807841","http://images.amazon.com/images/P/1569871213.01.THUMBZZZ.jpg",""
"AA455","fair and lovely mens.","Rs.255 per pcs","https://cdnprod.mafretailproxy.com/sys-master-root/h13/hb2/13822427398174/138626_3.jpg_480Wx480H","http://images.amazon.com/images/P/0394895894.01.THUMBZZZ.jpg",""
"AA454","lux.","Rs.80 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/0/1021106-1.jpg","http://images.amazon.com/images/P/055321215X.01.THUMBZZZ.jpg",""
"AA453","vault perfume.","Rs.3140 per pcs","https://www.cosmicarena.pk/image/cache/catalog/Fragrance/VAULT%20PINK-500x500.jpg","http://images.amazon.com/images/P/8445071777.01.THUMBZZZ.jpg",""
"AA452","frey room spray.","Rs.1250 per pcs","https://cdn.shopify.com/s/files/1/0081/3504/9293/products/DZ7A2110_b2aee834-50d7-4622-8f3a-f48735e2222e.jpg?v=1642071445","http://images.amazon.com/images/P/0553062042.01.THUMBZZZ.jpg",""
"AA451","perfect body spray","Rs.445 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/2/1221565-1.jpg","http://images.amazon.com/images/P/0060177586.01.THUMBZZZ.jpg",""
"AA450","nivea body spray","Rs.250 per pcs","https://pictures.grocerapps.com/original/grocerapp-nivea-fresh-natural-body-spray-5ed9f8ebeef8c.jpeg","http://images.amazon.com/images/P/0340767936.01.THUMBZZZ.jpg",""
"AA449","fog body spray","Rs.755 per pcs","https://cdn2.bigcommerce.com/n-biq04i/ivmp9iza/products/3385/images/69133/Marco__68067.1551349237.500.750.jpg?c=2","http://images.amazon.com/images/P/087113375X.01.THUMBZZZ.jpg",""
"AA448","axe body spray","Rs.395 per pcs","https://2buddy.pk/wp-content/uploads/2021/01/001639125.jpg","http://images.amazon.com/images/P/0966986105.01.THUMBZZZ.jpg",""
"AA447","bold body spray","Rs.565 per pcs","https://cdn.shopify.com/s/files/1/0276/1110/3366/products/bold4@2x.jpg?v=1641399117","http://images.amazon.com/images/P/1569871213.01.THUMBZZZ.jpg",""
"AA446","body spray","###","https://www.arysahulatbazar.pk/content/images/thumbs/0029129_pack-of-6-body-spray-for-his-or-her.png","http://images.amazon.com/images/P/0394895894.01.THUMBZZZ.jpg",""
"AA444","hand wash..","Rs.275 per pcs","https://cdnprod.mafretailproxy.com/sys-master-root/h6b/h0d/12641398292510/220809_main.jpg_480Wx480H","",""
"AA443","vim dish wash powder","Rs.355 per pcs","https://cdn.shopify.com/s/files/1/0522/2357/4165/products/8961014242737.jpg?v=1634220574","http://images.amazon.com/images/P/087113375X.01.THUMBZZZ.jpg",""
"AA442","scotch brite stainless steel","Rs.75 per pcs","http://gomart.pk/image/data/incoming/img/p/1/9/8/2/scotch-brite-stainless-steel-spiral-dishwash-wire-gomart-pakistan-1125.jpg","http://images.amazon.com/images/P/0966986105.01.THUMBZZZ.jpg",""
"AA441","scotch brite pad","Rs.85 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/0/1039339-1.jpg","http://images.amazon.com/images/P/1569871213.01.THUMBZZZ.jpg",""
"AA440","kitchen mop ","Rs.65 per pcs","https://5.imimg.com/data5/TM/TJ/MY-2130670/kitchen-mop-500x500.jpg","http://images.amazon.com/images/P/0394895894.01.THUMBZZZ.jpg",""
"AA439","scotch brite scrub","Rs.65 per pcs","https://cdn.metro-online.pk/dashboard/prod-pic/LHE-01262/12620338-0-M.jpg?5","http://images.amazon.com/images/P/0441783589.01.THUMBZZZ.jpg",""
"AA438","vim bar","Rs.100 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/0/1021060-1.jpg","http://images.amazon.com/images/P/1558531025.01.THUMBZZZ.jpg",""
"AA437","vim liquid","Rs.250 per pcs","https://cdn.shopify.com/s/files/1/0475/7510/5697/products/5f2043b471556_f_510x@2x.progressive.jpg?v=1635862898","http://images.amazon.com/images/P/0451625889.01.THUMBZZZ.jpg",""
"AA436","lemon max liquid","Rs.180 per pcs","https://colgate.com.pk/wp-content/uploads/2020/01/02-LM-Liquid-Regular-900x900-2.jpg","http://images.amazon.com/images/P/0060938412.01.THUMBZZZ.jpg",""
"AA435","lemon max bar","Rs.95 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/0/1022057-1.jpg","http://images.amazon.com/images/P/1414035004.01.THUMBZZZ.jpg",""
"AA434","dish washer","###","https://www.ikea.com/in/en/images/products/skinande-integrated-dishwasher-grey__0870155_pe674117_s5.jpg","http://images.amazon.com/images/P/0312970242.01.THUMBZZZ.jpg",""
"AA432","hand wash.","Rs.275 per pcs","https://cdnprod.mafretailproxy.com/sys-master-root/h6b/h0d/12641398292510/220809_main.jpg_480Wx480H","",""
"AA431","dettol soap.","Rs.80 per pcs","https://esajee.com/media/catalog/product/cache/f6c2c76ea2dfd05ab28cc96edfc1214c/6/0/6001106209261.jpg","http://images.amazon.com/images/P/0553582747.01.THUMBZZZ.jpg",""
"AA430","safe guard soap.","Rs.60 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/2/1225417-1.jpg","http://images.amazon.com/images/P/0671888587.01.THUMBZZZ.jpg",""
"AA429","sunsilk shampoo.","Rs.360 per pcs","https://nexthealth.pk/product_data/medium/38428Sunsilk%20Co-Creations%20Black%20&%20Shine%20Shampoo%20320ml.png","http://images.amazon.com/images/P/0245542957.01.THUMBZZZ.jpg",""
"AA428","robin blue.","Rs.240 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/0/1036724-1.jpg","http://images.amazon.com/images/P/1558746218.01.THUMBZZZ.jpg",""
"AA427","express power","Rs.260 per pcs","https://cdn.shopify.com/s/files/1/0522/2357/4165/products/ExpressPower1kg-DetergentWashingPowder.jpg?v=1638543699","http://images.amazon.com/images/P/1853262404.01.THUMBZZZ.jpg",""
"AA426","bonus","Rs.280 per pcs","https://esajee.com/media/catalog/product/cache/f6c2c76ea2dfd05ab28cc96edfc1214c/8/8/8886950013206.jpg","http://images.amazon.com/images/P/0804106304.01.THUMBZZZ.jpg",""
"AA425","brite","Rs.265 per pcs","https://colgate.com.pk/exports/wp-content/uploads/2021/03/product3.jpg","http://images.amazon.com/images/P/042511774X.01.THUMBZZZ.jpg",""
"AA424","surf excel","Rs.255 per pcs","https://cdnprod.mafretailproxy.com/sys-master-root/h39/ha8/31445734293534/42853_main.jpg_480Wx480H","http://images.amazon.com/images/P/0394743741.01.THUMBZZZ.jpg",""
"AA423","ariel powder","Rs.375 per pcs","https://grozar.pk/wp-content/uploads/2019/07/Ariel-Detergent-Powder-1kg.jpg","http://images.amazon.com/images/P/0345260317.01.THUMBZZZ.jpg",""
"AA422","detergents","###","https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Diskflaskor.JPG/1200px-Diskflaskor.JPG","http://images.amazon.com/images/P/2070423204.01.THUMBZZZ.jpg",""
"AA420","alkarim dates ajwa premium airtight pack.","Rs.900 per box","https://esajee.com/media/catalog/product/cache/f6c2c76ea2dfd05ab28cc96edfc1214c/2/6/261131a.jpg","http://images.amazon.com/images/P/0842342702.01.THUMBZZZ.jpg",""
"AA419","fresh honey.","Rs.500 per kg","https://i0.wp.com/post.healthline.com/wp-content/uploads/2021/04/honey-1296x728-header.jpg?w=1155&h=1528","http://images.amazon.com/images/P/0380715899.01.THUMBZZZ.jpg",""
"AA418","fig","Rs.2000 per kg","https://pansari.pk/data/89.png","http://images.amazon.com/images/P/0679865691.01.THUMBZZZ.jpg",""
"AA417","walnut","Rs.1600 per kg","http://cdn.shopify.com/s/files/1/3104/7446/products/Untitleddesign-2022-02-23T141352.504.png?v=1645607640","http://images.amazon.com/images/P/0679810307.01.THUMBZZZ.jpg",""
"AA416","peanuts","Rs.800 per kg","https://www.nutrition-and-you.com/image-files/xpeanuts01.jpg.pagespeed.ic.tiQx95_sgv.jpg","http://images.amazon.com/images/P/0671623249.01.THUMBZZZ.jpg",""
"AA415","raisins","Rs.2000 per kg","https://agoramarket.shop/wp-content/uploads/2021/06/1-7.jpg","http://images.amazon.com/images/P/0964778319.01.THUMBZZZ.jpg",""
"AA414","pistachio","Rs.1900 per kg","https://www.salwasupermart.com/image/cache/catalog/dry-fruits/salted-pistachio-500x500.jpg","http://images.amazon.com/images/P/0961769947.01.THUMBZZZ.jpg",""
"AA413","cashew","Rs.1400 per kg","https://img.freepik.com/free-photo/cashew-nuts_1339-244.jpg?w=2000","http://images.amazon.com/images/P/0553280333.01.THUMBZZZ.jpg",""
"AA412","almonds","Rs.1500 per kg","https://www.health.com/thmb/bx9zr_Gng1rHJ9ld_ienboHMIFI=/2000x1333/filters:fill(auto,1)/almonds-GettyImages-683814187-2000-44a06e730fac4c60a10cbb5f9642b589.jpg","http://images.amazon.com/images/P/0380715899.01.THUMBZZZ.jpg",""
"AA411","pine nuts","Rs.8000 per kg","https://www.thenews.com.pk//assets/uploads/tns/2019-11-17/569775_7950756_chilgoza_tns.jpg","http://images.amazon.com/images/P/0245542957.01.THUMBZZZ.jpg",""
"AA410","dry fruits","###","https://karachipansar.pk/wp-content/uploads/2020/12/rsz_122-min.jpg","http://images.amazon.com/images/P/0156047624.01.THUMBZZZ.jpg",""
"AA408","pistachio.","Rs.1900 per kg","https://www.salwasupermart.com/image/cache/catalog/dry-fruits/salted-pistachio-500x500.jpg","http://images.amazon.com/images/P/0961769947.01.THUMBZZZ.jpg",""
"AA407","fig.","Rs.2000 per kg","https://pansari.pk/data/89.png","http://images.amazon.com/images/P/0679865691.01.THUMBZZZ.jpg",""
"AA406","fresh honey","Rs.500 per kg","https://i0.wp.com/post.healthline.com/wp-content/uploads/2021/04/honey-1296x728-header.jpg?w=1155&h=1528","http://images.amazon.com/images/P/0380715899.01.THUMBZZZ.jpg",""
"AA405","youngs honey","Rs.400 per jar","https://cdnprod.mafretailproxy.com/sys-master-root/h84/ha8/9840080945182/20891_main.jpg_480Wx480H","http://images.amazon.com/images/P/0245542957.01.THUMBZZZ.jpg",""
"AA404","jaggery","Rs.250 per kg","https://static.toiimg.com/photo/61782390.cms","http://images.amazon.com/images/P/0156047624.01.THUMBZZZ.jpg",""
"AA403",".freesh milk","Rs.200 per ltr","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRN6jfgqVv0d3QMaEr-6ebsZOP25ymQoBu0Ew&usqp=CAU","http://images.amazon.com/images/P/0679865691.01.THUMBZZZ.jpg",""
"AA402","alkarim dates ambar premium","Rs.1100 per box","https://esajee.com/media/catalog/product/cache/f6c2c76ea2dfd05ab28cc96edfc1214c/2/6/268415a.jpg","http://images.amazon.com/images/P/0060914068.01.THUMBZZZ.jpg",""
"AA401","alkarim dates mabroom premium","Rs.1000 per box","https://www.shopinpakistan.pk/image/catalog/fresh-products/dates/mabroom-main.jpg","http://images.amazon.com/images/P/0440225701.01.THUMBZZZ.jpg",""
"AA400","alkarim dates ajwa premium airtight pack","Rs.900 per box","https://esajee.com/media/catalog/product/cache/f6c2c76ea2dfd05ab28cc96edfc1214c/2/6/261131a.jpg","http://images.amazon.com/images/P/0842342702.01.THUMBZZZ.jpg",""
"AA399","bright field ajwa dates","Rs.750 per box","https://media.springernature.com/lw685/springer-static/image/chp%3A10.1007%2F978-3-030-04408-4_10/MediaObjects/430348_1_En_10_Fig2_HTML.jpg","http://images.amazon.com/images/P/0812523873.01.THUMBZZZ.jpg",""
"AA398","dates","###","https://static.toiimg.com/thumb/msid-65038955,width-1070,height-580,resizemode-75/65038955,pt-32,y_pad-40/65038955.jpg","http://images.amazon.com/images/P/042518630X.01.THUMBZZZ.jpg",""
"AA396","swiss premium cheese.","Rs.275 per pcs","https://cdn.shopify.com/s/files/1/0573/8764/7159/files/centerproduct.png?v=1626273477","http://images.amazon.com/images/P/0451625889.01.THUMBZZZ.jpg",""
"AA395","..chicken","Rs.550 per kg","https://www.healthbenefitstimes.com/9/uploads/2018/04/Know-about-Chicken-and-health-benefits-702x459.png","http://images.amazon.com/images/P/0245542957.01.THUMBZZZ.jpg",""
"AA394",".national soya sauce","Rs.100 per pcs","http://gomart.pk/image/cache/data/incoming/img/p/3/7/3/shangrila-soya-sauce-300ml-gomart-pakistan-623-500x500.jpg","http://images.amazon.com/images/P/1558746218.01.THUMBZZZ.jpg",""
"AA393","shoop noodles chicken.","Rs.45 per pcs","https://cdn.shopify.com/s/files/1/0522/2357/4165/products/788821013842.jpg?v=1629032181","http://images.amazon.com/images/P/0340767936.01.THUMBZZZ.jpg",""
"AA392",".national mayonnaise","Rs.200 per pcs","https://ucaaz.com/wp-content/uploads/2021/09/NATIONAL-CLASSIC-MAYO-THICK-CREAMY-40GM-Pouch-min.png","http://images.amazon.com/images/P/0312252617.01.THUMBZZZ.jpg",""
"AA391",".kolson macroni fancy large elbow","Rs.200 per pcs","https://cdnprod.mafretailproxy.com/sys-master-root/h0c/he8/9842158207006/150966_main.jpg_480Wx480H","http://images.amazon.com/images/P/067176537X.01.THUMBZZZ.jpg",""
"AA390","shangrila tomato ketchup..","Rs.245 per pcs","https://i0.wp.com/fairo.pk/wp-content/uploads/2019/02/Shangrila-Ketchup-250gm.jpg?fit=600%2C600&ssl=1","http://images.amazon.com/images/P/0375509038.01.THUMBZZZ.jpg",""
"AA389","brilla spaghetti","Rs.290 per pcs","https://thumbs.dreamstime.com/b/tyumen-russia-may-barilla-spaghetti-packet-isolated-white-background-italian-pasta-food-company-224209071.jpg","http://images.amazon.com/images/P/0425182908.01.THUMBZZZ.jpg",""
"AA388","bakepalour spagetti","Rs.220 per pcs","https://static-01.daraz.pk/original/24d2445aaefda18355dd1a830c7c97dd.jpg","http://images.amazon.com/images/P/0553582747.01.THUMBZZZ.jpg",""
"AA387","kulson spaghetti","Rs.200 per pcs","https://static-01.daraz.pk/original/be5adb211b097b2813c7d20357833788.jpg","http://images.amazon.com/images/P/0671888587.01.THUMBZZZ.jpg",""
"AA386","spaghetti","##","https://previews.123rf.com/images/sitthinan/sitthinan1507/sitthinan150700072/42866758-spagetti.jpg","http://images.amazon.com/images/P/0553582909.01.THUMBZZZ.jpg",""
"AA384","deen's mozzarella cheese..","Rs.400 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/0/1014405-1.jpg","http://images.amazon.com/images/P/1414035004.01.THUMBZZZ.jpg",""
"AA383",".chicken","Rs.550 per kg","https://www.healthbenefitstimes.com/9/uploads/2018/04/Know-about-Chicken-and-health-benefits-702x459.png","http://images.amazon.com/images/P/0245542957.01.THUMBZZZ.jpg",""
"AA382","national soya sauce..","Rs.100 per pcs","http://gomart.pk/image/cache/data/incoming/img/p/3/7/3/shangrila-soya-sauce-300ml-gomart-pakistan-623-500x500.jpg","http://images.amazon.com/images/P/1558746218.01.THUMBZZZ.jpg",""
"AA381","..shangrila chilli sauce","Rs.120 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/0/1031623-1.jpg","http://images.amazon.com/images/P/080652121X.01.THUMBZZZ.jpg",""
"AA380","national mayonnaise..","Rs.200 per pcs","https://ucaaz.com/wp-content/uploads/2021/09/NATIONAL-CLASSIC-MAYO-THICK-CREAMY-40GM-Pouch-min.png","http://images.amazon.com/images/P/0312252617.01.THUMBZZZ.jpg",""
"AA379","kulson spaghetti.","Rs.200 per pcs","https://static-01.daraz.pk/original/be5adb211b097b2813c7d20357833788.jpg","http://images.amazon.com/images/P/0671888587.01.THUMBZZZ.jpg",""
"AA378","shangrila tomato ketchup.","Rs.245 per pcs","https://i0.wp.com/fairo.pk/wp-content/uploads/2019/02/Shangrila-Ketchup-250gm.jpg?fit=600%2C600&ssl=1","http://images.amazon.com/images/P/0375509038.01.THUMBZZZ.jpg",""
"AA377","kolson macroni fancy large elbow","Rs.200 per pcs","https://cdnprod.mafretailproxy.com/sys-master-root/h0c/he8/9842158207006/150966_main.jpg_480Wx480H","http://images.amazon.com/images/P/067176537X.01.THUMBZZZ.jpg",""
"AA376","kolson macroni","Rs.150 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/1/1170008-1.jpg","http://images.amazon.com/images/P/055321215X.01.THUMBZZZ.jpg",""
"AA375","bake parlour long macroni","Rs.180 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/0/1022049-1.jpg","http://images.amazon.com/images/P/038078243X.01.THUMBZZZ.jpg",""
"AA374","macroni ","###","https://static-01.daraz.pk/p/ca9b3b13fd592bad2eba3a5fb9c93360.jpg","http://images.amazon.com/images/P/0060168013.01.THUMBZZZ.jpg",""
"AA372","national soya sauce.","Rs.100 per pcs","http://gomart.pk/image/cache/data/incoming/img/p/3/7/3/shangrila-soya-sauce-300ml-gomart-pakistan-623-500x500.jpg","http://images.amazon.com/images/P/1558746218.01.THUMBZZZ.jpg",""
"AA371",".shangrila chilli sauce","Rs.120 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/0/1031623-1.jpg","http://images.amazon.com/images/P/080652121X.01.THUMBZZZ.jpg",""
"AA370","corn flour","Rs.220 per kg","https://homemadecuisine.biz/wp-content/uploads/2020/06/Gluten-free-cornflour-small-01-scaled.jpg","http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg",""
"AA369","chicken..","Rs.550 per kg","https://www.healthbenefitstimes.com/9/uploads/2018/04/Know-about-Chicken-and-health-benefits-702x459.png","http://images.amazon.com/images/P/0245542957.01.THUMBZZZ.jpg",""
"AA368","lahori  salt.","Rs.90 per pcs","https://www.canr.msu.edu/outreach/uploads/images/salt-6728600_1280.jpg?language_id=1","http://images.amazon.com/images/P/0966986105.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0966986105.01.LZZZZZZZ.jpg"
"AA367","black pepper special","Rs.150 per kg","https://www.myteleshop.com/wp-content/uploads/2017/05/black-pepper-price-in-pakistan.jpg","http://images.amazon.com/images/P/1569871213.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1569871213.01.LZZZZZZZ.jpg"
"AA366","dashi powder chicken pouch","Rs.160 per pcs","https://images.deliveryhero.io/image/darsktores-pk/8964000241172.jpg","http://images.amazon.com/images/P/0449005615.01.THUMBZZZ.jpg",""
"AA365","dashi soup hot and soup","Rs.180 per pcs","https://grozar.pk/wp-content/uploads/2022/01/Dashi-Hot-Sour-Soup-56g.jpg","http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg",""
"AA364","dashi powder chicken soup","Rs.160 perpcs","https://www.dashifoods.com/wp-content/uploads/2017/10/Front-1-1500x1500.jpg","http://images.amazon.com/images/P/0375406328.01.THUMBZZZ.jpg",""
"AA363","knorr instant chicken yakhni soup","Rs.160 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/0/1018319-1.jpg","http://images.amazon.com/images/P/3442446937.01.THUMBZZZ.jpg",""
"AA362","soups","###","https://www.justonecookbook.com/wp-content/uploads/2022/06/Miso-Soup-8297-I.jpg","http://images.amazon.com/images/P/3442410665.01.THUMBZZZ.jpg",""
"AA360","..eva oil","Rs.600 per pcs","https://ucaaz.com/wp-content/uploads/2021/09/EVA-CANOLA-OIL-POUCH-1-LITRE-min.png","http://images.amazon.com/images/P/080652121X.01.THUMBZZZ.jpg",""
"AA359","shangrila chilli sauce..","Rs.120 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/0/1031623-1.jpg","http://images.amazon.com/images/P/080652121X.01.THUMBZZZ.jpg",""
"AA358","..chakki flour","Rs.125 per kg","http://cdn.shopify.com/s/files/1/0263/3701/7946/products/IMG_9741.jpg?v=1645793740","http://images.amazon.com/images/P/0060168013.01.THUMBZZZ.jpg",""
"AA357",".tota rice","Rs.170 per kg","http://cdn.shopify.com/s/files/1/0572/4779/3329/products/ShahenshahTotaRice5kg.jpg?v=1642849038","http://images.amazon.com/images/P/3442353866.01.THUMBZZZ.jpg",""
"AA356","mehran chaat masala","Rs.70 per pcs","https://mehrangroup.com/wp-content/uploads/2021/07/59-recipes-products-images-1800x1800-1.jpg","http://images.amazon.com/images/P/0061076031.01.THUMBZZZ.jpg",""
"AA355","shan mango pickle","Rs.320 per pcs","https://shanfoods.com/wp-content/uploads/2022/04/Mango_Pickle.png","http://images.amazon.com/images/P/3442353866.01.THUMBZZZ.jpg",""
"AA354","shan mix pickle","Rs.300 per pcs","https://shanfoods.com/wp-content/uploads/2016/11/mixed-pickle.png","http://images.amazon.com/images/P/3404921038.01.THUMBZZZ.jpg",""
"AA353","ahmed mix pickle","Rs.245 per pcs","https://ahmedfood.com.pk/wp-content/uploads/2017/11/Mixed-Pickle-330g.jpg","http://images.amazon.com/images/P/0425163091.01.THUMBZZZ.jpg",""
"AA352","national mango pickle","Rs.300 per pcs","https://media.naheed.pk/catalog/product/cache/49dcd5d85f0fa4d590e132d0368d8132/1/0/1000467-1.jpg","http://images.amazon.com/images/P/0345402871.01.THUMBZZZ.jpg",""
